index,logic_type,logic_subtype,logic_type_code,Premise,Hypothesis,Label
764,First Order Logic,Existential Instantiation,F3,All dogs are animals.. Rover is a dog.,"Therefore, Rover is an animal.",True
765,First Order Logic,Existential Instantiation,F3,All men are mortal.. Socrates was a man.,"Therefore, Socrates was mortal.",True
766,First Order Logic,Existential Instantiation,F3,All birds can fly.. Penguins are birds.,"Therefore, penguins can fly.",Flase
767,First Order Logic,Existential Instantiation,F3,All triangles have three sides.. The figure below is a triangle.,"Therefore, the figure below has two sides.",Flase
768,First Order Logic,Existential Instantiation,F3,No two things can occupy the same space at the same time.. John and his car are in the same space.,"Therefore, John and his car are occupying the same space at the same time.",False
769,First Order Logic,Existential Instantiation,F3,All dogs are animals.. Puppies are dogs.,"Therefore, puppies are not animals.",False
770,First Order Logic,Existential Instantiation,F3,All birds can fly.. Penguins are birds.,"Therefore, penguins can swim.",Undetermined
771,First Order Logic,Existential Instantiation,F3,All plants need sunlight to grow.. Mushrooms are plants.,"Therefore, mushrooms need sunlight to grow.",True
772,First Order Logic,Existential Instantiation,F3,All insects have six legs.. Spiders are insects.,"Therefore, spiders have six legs.",True
773,First Order Logic,Existential Instantiation,F3,All reptiles are cold-blooded.. Alligators are reptiles.,"Therefore, alligators are cold-blooded.",True
774,First Order Logic,Existential Instantiation,F3,All fish live in water.. Sharks are fish.,"Therefore, sharks live in land.",Undetermined
775,First Order Logic,Existential Instantiation,F3,All amphibians live in water and on land.. Frogs are amphibians.,"Therefore, frogs live in only water.",False
776,First Order Logic,Existential Instantiation,F3,All trees are plants.. Oak trees are trees.,"Therefore, oak trees are animals.",False
777,First Order Logic,Existential Instantiation,F3,All flowers are plants.. Roses are flowers.,"Therefore, roses are plants.",True
778,First Order Logic,Existential Instantiation,F3,All fruits are plants.. Apples are fruits.,"Therefore, apples are plants.",Flase
779,First Order Logic,Existential Instantiation,F3,All vegetables are plants.. Carrots are vegetables.,"Therefore, carrots are plants.",False
780,First Order Logic,Existential Instantiation,F3,All students must attend school.. John is a student.,"Therefore, John must attend party.",False
781,First Order Logic,Existential Instantiation,F3,All teachers must have a college degree.. Ms. Smith is a teacher.,"Therefore, Ms. Smith has a college degree.",True
782,First Order Logic,Existential Instantiation,F3,All books must be returned to the library.. John has a book from the library.,"Therefore, John must return the book to the library.",True
783,First Order Logic,Existential Instantiation,F3,All people must breathe air.. John is a person.,"Therefore, John must breathe air.",True
784,First Order Logic,Existential Instantiation,F3,All dogs are mammals.. Rover is a dog.,"Therefore, Rover is not a mammal.",False
785,First Order Logic,Existential Instantiation,F3,All cats are animals.. Whiskers is a cat.,"Therefore, Whiskers is an mammal.",Undetermined
