,premise,hypothesis,gold,predict,error
454,Jupiter is the fifth planet from the sun.,It is not known if Jupiter is the sixth planet from the sun.,1,0,1
455,Saturn is the sixth planet from the sun.,It is not known if Saturn is the seventh planet from the sun.,1,0,1
456,Uranus is the seventh planet from the sun.,It is not known if Uranus is the eighth planet from the sun.,1,0,1
457,Neptune is the eighth planet from the sun.,It is not known if Neptune is the ninth planet from the sun.,0,0,0
458,Pluto is the ninth planet from the sun.,It is not known if Pluto is the tenth planet from the sun.,0,0,0
459,The Earth is the largest planet in the solar system.,It is not known if the Earth is the smallest planet in the solar system.,0,0,0
460,Venus is the hottest planet in the solar system.,It is not known if Venus is the coldest planet in the solar system.,0,0,0
461,Mercury is the smallest planet in the solar system.,It is not known if Mercury is the largest planet in the solar system.,0,0,0
462,John is walking his dog.,It is known that John has a dog.,0,1,1
463,Manny is a doctor.,It is known that Manny has a medical degree.,0,1,1
464,Billie is studying for her math test.,It is known that Billie will do well on her math test.,2,1,1
465,Susan is taller than Jane.. Jane is taller than Stacy.. Stacy is taller than Billie.,It is known that Susan is taller than Billie.,1,2,1
466,A is less than B.. A is less than D.. C is less than D.,It is not known if A is less than C.,1,2,1
467,John arrived at his destination.,It is not known if John took the bus or the train.,1,0,1
468,The element with the atomic number of 1 is hydrogen.,It is known that the element with the atomic number of 1 is not oxygen.,1,0,1
469,The first president of the United States was George Washington.,It is known that the first president of the United States was not John Adams.,1,0,1
470,The capital of Australia is Canberra.,It is known that the capital of Australia is not Sydney.,1,0,1
471,The Statue of Liberty was a gift from France.,It is known that the Statue of Liberty was not a gift from Germany.,1,0,1
472,There are seven days in a week.,It is known that there are not seven days in a month.,1,2,1
473,The moon orbits the earth.,It is known that the moon does not orbit the sun.,1,2,1
474,The sun is a star.,It is known that the sun is not a planet.,1,0,1
475,Bill Gates is a billionaire.,It is known that Bill Gates is a wealthy man.,1,1,0
476,John arrived at his destination.. John took the bus.,It is not known if John's bus arrived at its destination.,1,0,1
477,A is less than B.. A is less than C.,It is known that A is less than B and A is less than C.,1,2,1
478,Manny is a doctor.. Manny has a medical degree.,It is known that Manny is qualified to be a doctor.,1,1,0
479,John has a dog.. John is walking his dog.,It is known that John is taking his dog for a walk.,1,1,0
480,John arrived at his destination.. John took the train.,It is known that John did not take the bus.,1,2,1
481,X started the assignment.. Y completed the assignment.. Both X and Y submitted the assignments,It is known that both X and Y completed and submitted the assignments.,1,1,0
482,The square root of 64 is 8.. The square root of 64 is not 9.,It is known that the square root of 64 is not 9.,1,1,0
483,There are seven days in a week.. There are thirty days in a month.,It is known that there are more days in a month than in a week.,1,2,1
484,Josh went to the party.. All of Josh's friends were there.. Only Josh's friends were invited.,Apart from Josh's friends we do not know who else was at the party.,1,0,1
485,Mary is at the store.. Only employees are allowed in the store.. Mary is not an employee.,Apart from employees we do not know who else is in the store.,0,0,0
486,John is in the meeting.. Only managers are allowed in the meeting.. John is not a manager.,Apart from managers we do not know who else is in the meeting.,0,0,0
487,Bill went to the conference.. All of Bill's colleagues were there.. Only Bill's colleagues were invited.,Apart from Bill and his colleagues we do not know who else was at the conference.,1,0,1
488,John is at the park.. Only residents are allowed in the park.. John is a resident.,Apart from residents we do not know who else is in the park.,1,0,1
489,Mike is at the library.. Only students are allowed in the library.. Mike is a student.,Apart from students we do not know who else is in the library.,1,0,1
490,Mary is at the beach.. Only locals are allowed on the beach.. Mary is not a local.,Apart from locals we do not know who else is on the beach.,0,0,0
491,John is at the restaurant.. Only customers are allowed in the restaurant.. John is not a customer.,Apart from customers we do not know who else is in the restaurant.,1,0,1
492,Bill is at the club.. Only members are allowed in the club.. Bill is not a member.,Apart from members we do not know who else is in the club.,0,0,0
493,Mike is at the gym.. Only athletes are allowed in the gym.. Mike is an athlete.,Apart from athletes we do not know who else is in the gym.,0,0,0
494,Mary is at the movie theater.. Only ticket holders are allowed in the theater.. Mary does not have a ticket.,Apart from ticket holders we do not know who else is in the theater.,1,0,1
495,John is in the museum.. Only tourists are allowed in the museum.. John is not a tourist.,Apart from John and tourists we do not know who else is in the museum.,1,0,1
496,Bill is at the park.. Only children are allowed in the park.. Bill is not a child.,Apart from children we do not know who else is in the park.,0,0,0
497,Mike is at the bar.. Only adults are allowed in the bar.. Mike is an adult.,Apart from adults we do not know who else is in the bar.,1,0,1
498,Mary is at the park.. Only locals are allowed in the park.. Mary is not a local.,Apart from locals we do not know who else is in the park.,0,0,0
499,John is at the zoo.. Only children are allowed in the zoo.. John is a child.,Apart from children we do not know who else is in the zoo.,1,0,1
500,Bill is at the aquarium.. Only locals are allowed in the aquarium.. Bill is not a local.,Apart from locals we do not know who else is in the aquarium.,0,0,0
501,Mike is at the club.. Only members are allowed in the club.. Mike is a member.,Apart from members we do not know who else is in the club.,1,0,1
502,Mary is at the festival.. Only locals are allowed in the festival.. Mary is not a local.,Apart from locals we do not know who else is in the festival.,0,0,0
503,John is at the game.. Only players are allowed in the game.. John is a player.,Apart from players we do not know who else is in the game.,1,0,1
504,I am doing my laundry.. I only have white clothes in the laundry.. My laundry detergent is color safe.,My laundry detergent is not going to affect the color of my clothes.,0,0,0
505,I am doing my laundry.. My laundry is only red clothes.. My laundry detergent is color safe.,My laundry detergent is going to affect the color of my clothes.,0,0,0
506,Bill Gates is a billionaire.. Jeff Bezos is a billionaire.. Wealthy people are generous.,Bill Gates and Jeff Bezos are generous people.,1,1,0
507,The cat is on the mat.. The mat is on the floor.. The floor is clean.,The cat is on a clean surface.,1,2,1
508,George Washington was the first U.S. President.. John Adams was the second U.S. President.. The first and second U.S. Presidents were men.,George Washington and John Adams were men.,1,1,0
509,A right triangle has two acute angles.. An isosceles triangle has two acute angles.. A right triangle is not an isosceles triangle.,A right triangle does not have two acute angles.,0,0,0
510,The sun is a star.. All stars are burning gases.. The sun is a burning gas.,The sun is a star and a burning gas.,1,1,0
511,The square root of four is two.. Two squared is four.. The square root of four is not only two.,Only two squared is not four.,0,0,0
512,All dogs are animals.. All animals have four legs.. Dogs have four legs.,Dogs are animals and they have four legs.,1,1,0
513,Cats like to drink milk.. Milk is white.. Cats like to drink white things.,Cats like to drink milk because it is white.,0,1,1
514,The moon orbits around Earth.. The Earth orbits around the sun.. The moon does not orbit around the sun.,The moon orbits around Earth and not around the sun.,1,0,1
515,All planets orbit the sun.. All moons orbit a planet.. The moon orbits the sun.,The moon orbits the sun because it orbits a planet.,0,1,1
516,All men are mortal.. Socrates is a man.. Socrates is mortal.,Socrates is a man and he is mortal.,1,1,0
517,All triangles have three sides.. A three-sided figure is a triangle.. A triangle has three angles.,"A triangle has three sides, and three angles.",1,1,0
518,All squares are rectangles.. All rectangles have four sides.. All squares have four sides.,Squares are rectangles and they have four sides.,1,1,0
519,No dogs are cats.. Dogs are animals.. Cats are animals.,"Dogs are animals, and cats are animals.",1,1,0
